category_list, market , funding_total_usd ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Biotechnology|, Biotechnology ,1250000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Media|Social Media|, Social Media ,2500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Startups|, Startups ,377200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Health and Wellness|, Health and Wellness , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Home Automation|, Home Automation ,25000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,6300000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Finance|, Finance ,8350000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Crowdfunding|Crowdsourcing|Marketplaces|iOS|Apps|Android|Mobile|, Mobile , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Health Care|, Health Care ,5000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Entertainment|Games|Social Media|, Entertainment ,900000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Enterprises|Enterprise Software|, Enterprises ,4970000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Video|Photography|, Video ,164744 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Film|Distribution|Entertainment|Video|Games|, Entertainment ,3000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Apps|Services|Information Technology|Databases|, Information Technology ,11000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Internet of Things|Restaurants|, Restaurants ,200000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Blogging Platforms|Social Network Media|Social Media|, Blogging Platforms ,91900 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile|, Mobile ,100000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Games|, Games ,13596 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Location Based Services|Search|, Search ,2000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Parenting|Mobile Social|Location Based Services|Social Media|, Social Media ,150000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Curated Web|, Curated Web ,5750000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Services|Advertising|, Advertising ,5317147 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|E-Commerce|, E-Commerce ,3216500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Technology|Finance|, Technology ,20000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|Email|SMS|Online Scheduling|Health and Wellness|, Software ,817895 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Crowdsourcing|Jewelry|E-Commerce|, E-Commerce ,850000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Reviews and Recommendations|Social Media|, Social Media ,65850 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Customer Service|Reviews and Recommendations|Search|, Customer Service ,56000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|Search|, Search , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Service Providers|Hospitality|E-Commerce|, Service Providers ,44000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Clean Technology|, Clean Technology ,30000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|E-Commerce|, E-Commerce ,12500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Photo Sharing|Twitter Applications|Facebook Applications|Location Based Services|Social Media|iPhone|Curated Web|, Twitter Applications ,14450 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Product Design|Brand Marketing|Online Shopping|, Online Shopping ,500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Apps|Social Media|, Apps ,34517 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Technology|Software|, Technology ,981217 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Marketplaces|Local Businesses|File Sharing|Collaborative Consumption|E-Commerce|, Marketplaces ,5500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Restaurants|Mobile Commerce|, Mobile Commerce ,317000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Analytics|Developer APIs|Social Recruiting|Recruiting|Enterprise Software|, Developer APIs ,1300000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Email|Curated Web|, Email ,9000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|E-Commerce|, E-Commerce ,34000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Trading|Peer-to-Peer|Local Based Services|Social Media|, Local Based Services ,30000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Curated Web|, Curated Web ,1000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Video|Curated Web|, Video ,31361000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Productivity Software|Mobile|CRM|Sales and Marketing|Email|Enterprise Software|, Enterprise Software ,19700000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Advertising Networks|, Advertising Networks ,700000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Recycling|Soccer|Sports|Curated Web|, Recycling ,776340 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Search|, Search ,12000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Home Automation|Curated Web|, Home Automation ,8000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Video Streaming|Mobile Video|Mobile|, Video Streaming ,4200000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Sales and Marketing|SaaS|Cloud Data Services|Local|Mobile|Advertising|Software|, SaaS ,115750000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Retail|Big Data|Location Based Services|, Retail ,1500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Entertainment|, Entertainment ,80000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Manufacturing|, Manufacturing , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|E-Commerce|, E-Commerce ,15906680 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Energy|Clean Energy|, Energy ,30000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Predictive Analytics|Enterprise Software|, Predictive Analytics ,1000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Manufacturing|, Manufacturing ,5856515 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Finance|, Finance ,1246804 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Education|, Education ,1000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Enterprises|Enterprise Software|, Enterprises ,20000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Finance|, Finance ,5000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile|Social Network Media|Internet|Android|Software|, Mobile ,60000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile|, Mobile ,13000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Internet TV|Content Discovery|Search|Guides|Entertainment|Television|Video|, Content Discovery ,350000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Optimization|Semantic Search|SEO|Software|, Optimization ,6000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Analytics|Optimization|Real Time|Publishing|Advertising|, Analytics ,28400000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Advertising|, Advertising ,6000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Advertising|, Advertising ,18500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile|Advertising|, Advertising ,22100000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Internet Marketing|Real Time|Advertising|, Advertising ,5918360 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Employer Benefits Programs|Trading|Communities|Local|Mobile Shopping|Gift Card|Social Media|Curated Web|, Employer Benefits Programs ,4000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Local|Apps|Identity|Social Media|, Local ,73500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Travel|, Travel , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,95000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Finance|, Finance ,1629549 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Manufacturing|, Manufacturing , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Media|, Social Media , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Investment Management|Financial Services|Risk Management|, Investment Management ,10000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Sales and Marketing|Internet|Startups|Social Media|, Sales and Marketing ,10000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Algorithms|Reviews and Recommendations|Restaurants|Shopping|Sales and Marketing|Curated Web|, Sales and Marketing ,7550000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Enterprises|, Enterprises , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Web Design|Semantic Search|Email Marketing|Internet Marketing|SEO|Advertising|, Web Design ,2000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Search|, Search ,2000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Media|Fashion|Social Media|, Fashion ,1991250 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Machine Learning|Marketing Automation|, Marketing Automation , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Digital Media|Services|Information Technology|, Services ,6819266 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Design|, Design ,40000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Nutraceutical|Nanotechnology|Biotechnology|, Biotechnology ,2416756 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|User Experience Design|Email Marketing|SEO|Social Media|Advertising|, User Experience Design ,1000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Messaging|Apps|Communications Infrastructure|, Messaging ,1500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Fashion|, Fashion ,25000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|iPhone|Mobile|, iPhone , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile Devices|Curated Web|, Mobile Devices ,1350000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Education|Lead Generation|Financial Services|Personal Finance|Social Commerce|, Personal Finance ,125125 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|E-Commerce|, E-Commerce ,813646 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Clean Energy|Clean Technology|, Clean Energy ,110000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Analytics|, Analytics , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Messaging|, Messaging ,850000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Reviews and Recommendations|Marketing Automation|Email Marketing|Social Media Marketing|Small and Medium Businesses|Local Search|SEO|Internet Marketing|Local Advertising|Advertising|, Reviews and Recommendations ,40000002 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Finance|, Finance ,124309780 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Payments|Mobile|, Payments , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|English-Speaking|All Markets|Games|Advertising|, Advertising ,18000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Travel|, Travel ,4000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Fashion|Fitness|Specialty Retail|E-Commerce|Manufacturing|, Specialty Retail ,5000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Marketplaces|Freemium|Health and Wellness|Fitness|Social Media|, Marketplaces ,640000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hardware + Software|, Hardware + Software ,2800000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile|, Mobile ,1000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Semiconductors|, Semiconductors ,2723900 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Hospitality|, Hospitality ,6113162 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|High Schools|Kids|Games|Education|, Education ,30000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Virtual Currency|Games|, Games ,5000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|E-Commerce|, E-Commerce ,30000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Shopping|E-Commerce|, Shopping ,40000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Networking|Web Hosting|, Networking , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1496000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Fashion|, Fashion ,15000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Curated Web|, Curated Web ,500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Networking|Internet|Small and Medium Businesses|Curated Web|, Small and Medium Businesses ,25000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Education|Health Care|, Health Care ,2000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Network Media|College Campuses|All Students|Reviews and Recommendations|Universities|Colleges|Education|, Colleges , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Messaging|, Messaging ,100000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Health and Wellness|Human Resources|Travel|Transportation|Sustainability|Gamification|SaaS|Enterprise Software|, Health and Wellness ,319962 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Publishing|Machine Learning|Reviews and Recommendations|Personalization|News|, News ,125000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|E-Commerce|, E-Commerce ,90000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile|, Mobile ,988467 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Games|Facebook Applications|Networking|Social Media|, Social Games ,12500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Discounts|Marketplaces|E-Commerce|, Marketplaces ,600000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Fitness|Health and Wellness|, Health and Wellness ,630000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Credit|Banking|Investment Management|, Investment Management ,20000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Information Services|Enterprise 2.0|Social Bookmarking|Social Media|, Social Media ,779850 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Games|, Games ,1077500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Messaging|, Messaging , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Curated Web|, Curated Web , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Games|, Games ,197597 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Startups|Services|Curated Web|, Services ,500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Curated Web|, Curated Web ,4000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Media|, Social Media ,5450000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Advertising|Cloud Data Services|, Advertising , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Curated Web|, Curated Web ,241061 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Startups|Location Based Services|Mobile|Advertising|, Location Based Services ,31520 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Travel|, Travel ,2000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Photography|Social Media|, Social Media ,200000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Virtual Worlds|Games|, Games , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Fashion|, Fashion ,5800000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|File Sharing|Cloud Computing|Web Hosting|, File Sharing ,40000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Games|, Games ,600000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Network Media|Curated Web|, Social Network Media ,100000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Curated Web|, Curated Web ,25000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Restaurants|Sports|Facebook Applications|Android|iOS|Mobile|E-Commerce|, Facebook Applications ,7450 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Advertising|, Advertising ,15152514 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile|, Mobile ,6000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Health Care|Business Intelligence|Sales and Marketing|Mobile|, Mobile ,200000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Reviews and Recommendations|Curated Web|, Reviews and Recommendations ,90000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|E-Commerce|, E-Commerce , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile|, Mobile ,932782 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Public Relations|, Public Relations ,38880 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Loyalty Programs|Local Businesses|Mobile|, Loyalty Programs ,20000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Commerce|Reviews and Recommendations|E-Commerce|, Social Commerce ,13000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Enterprise Software|, Enterprise Software ,40000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Consulting|, Consulting ,29000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,42000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Video on Demand|, Video on Demand ,25000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,9000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Lifestyle|Reviews and Recommendations|Marketplaces|Social Media|Skill Assessment|Curated Web|, Lifestyle , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|News|, News , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|iOS|Apps|Ediscovery|Content|Advertising|Publishing|Mobile|, iOS ,5000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Games|, Games ,1150000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Health and Wellness|, Health and Wellness ,10325000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Enterprises|, Enterprises ,1000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Games|Virtual Worlds|Simulation|Social Network Media|Maps|, Simulation , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Sports|, Sports , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile Games|Consumer Goods|Gambling|Social Media|Games|, Consumer Goods ,5125000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|SaaS|Publishing|E-Books|Internet|Search|Printing|Software|, SaaS ,150000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Curated Web|, Curated Web ,1415260 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,51126 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Gadget|Business Intelligence|Music|Web Tools|Web Development|Visualization|Graphics|Analytics|, Graphics ,3840000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Video Streaming|Broadcasting|Sports|Games|, Games ,500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Enterprise Software|, Enterprise Software ,100000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Utility Land Vehicles|Cars|Automotive|Retail|, Cars ,10000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Enterprise Software|, Enterprise Software ,447037 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Privacy|Advertising|Big Data|Curated Web|, Privacy ,1150000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Advertising|, Advertising ,1025000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Health and Wellness|, Health and Wellness ,13519213 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|B2B|Marketplaces|E-Commerce|, Marketplaces ,100000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Employer Benefits Programs|Software|SaaS|Human Resources|, Employer Benefits Programs ,1500000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Usability|Curated Web|, Curated Web ,3950000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Mobile|, Mobile ,1000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Crowdsourcing|Services|Marketplaces|Hospitality|, Marketplaces , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Collaboration|Networking|Enterprise Software|, Enterprise Software ,268000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Education|All Students|, Education ,300000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Psychology|Social Media|Facebook Applications|Gift Card|Consumers|Events|E-Commerce|, Facebook Applications ,1200000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Curated Web|, Curated Web ,145380 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Real Estate|, Real Estate ,150000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Finance|, Finance ,54000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Entertainment|Social Network Media|Humanitarian|Charity|Social Media|, Entertainment , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Media|, Social Media ,1000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Technology|Photography|, Technology ,1320000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Media|Marketplaces|Music|, Music ,1100000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Curated Web|, Curated Web , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Network Media|Identity|Social Media|, Identity ,310000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Curated Web|News|, Curated Web ,1000000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Messaging|, Messaging ,16472000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Social Media|, Social Media ,410000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Real Time|Analytics|, Analytics ,180000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Manufacturing|, Manufacturing , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Sports|Entertainment|Games|, Games , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4350000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Software|, Software ,1300000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Corporate IT|Innovation Management|, Innovation Management ,1100000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Open Source|Apps|Curated Web|, Curated Web , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
